,Sim Mix and Util,Cost,Cost Power,Cost Error,Cost QoS,P Watts,R Watts,P Coef,R Coef,Average Job Power,Average Job Time,Average Job # Nodes,Number of Jobs,Utilization,Average QOS
2612,w8-75,46.830183,36.3723,10.442038,0.015844,138044.0,16803.0,1.029819,0.5087,274.375,219.24375,2.25,8.0,0.75,1.1125
2613,w8-75,46.837619,36.3723,10.442038,0.02328,138044.0,16803.0,1.029819,0.5087,274.375,219.24375,2.25,8.0,0.75,1.1125
2614,w8-75,45.059582,35.6226,9.420575,0.016407,136044.0,17302.0,1.014899,0.523807,274.375,219.24375,2.25,8.0,0.75,1.1125
2615,w8-75,45.162819,35.6226,9.420575,0.119645,136044.0,17302.0,1.014899,0.523807,274.375,219.24375,2.25,8.0,0.75,1.1125
2616,w8-75,45.06943,35.6226,9.420575,0.026255,136044.0,17302.0,1.014899,0.523807,274.375,219.24375,2.25,8.0,0.75,1.1125
2617,w8-75,45.421854,35.6226,9.420575,0.378679,136044.0,17302.0,1.014899,0.523807,274.375,219.24375,2.25,8.0,0.75,1.1125
2618,w8-75,46.833486,36.3726,10.44204,0.018846,138044.0,16802.0,1.029819,0.50867,274.375,219.24375,2.25,8.0,0.75,1.1125
2619,w8-75,46.831965,36.3726,10.44204,0.017324,138044.0,16802.0,1.029819,0.50867,274.375,219.24375,2.25,8.0,0.75,1.1125
2620,w8-75,46.830485,36.3726,10.44204,0.015844,138044.0,16802.0,1.029819,0.50867,274.375,219.24375,2.25,8.0,0.75,1.1125
2621,w8-75,46.830935,36.3726,10.44204,0.016294,138044.0,16802.0,1.029819,0.50867,274.375,219.24375,2.25,8.0,0.75,1.1125
2622,w8-75,45.120949,35.6229,9.420576,0.077473,136044.0,17301.0,1.014899,0.523777,274.375,219.24375,2.25,8.0,0.75,1.1125
2623,w8-75,45.675539,35.6229,9.420576,0.632063,136044.0,17301.0,1.014899,0.523777,274.375,219.24375,2.25,8.0,0.75,1.1125
2624,w8-75,45.170973,35.6229,9.420576,0.127497,136044.0,17301.0,1.014899,0.523777,274.375,219.24375,2.25,8.0,0.75,1.1125
2625,w8-75,45.096428,35.6229,9.420576,0.052952,136044.0,17301.0,1.014899,0.523777,274.375,219.24375,2.25,8.0,0.75,1.1125
2626,w8-75,46.830786,36.3729,10.442042,0.015844,138044.0,16801.0,1.029819,0.50864,274.375,219.24375,2.25,8.0,0.75,1.1125
2627,w8-75,46.832134,36.3729,10.442042,0.017192,138044.0,16801.0,1.029819,0.50864,274.375,219.24375,2.25,8.0,0.75,1.1125
2628,w8-75,46.830786,36.3729,10.442042,0.015844,138044.0,16801.0,1.029819,0.50864,274.375,219.24375,2.25,8.0,0.75,1.1125
2629,w8-75,46.830786,36.3729,10.442042,0.015844,138044.0,16801.0,1.029819,0.50864,274.375,219.24375,2.25,8.0,0.75,1.1125
2630,w8-75,45.068889,35.6229,9.420576,0.025413,136044.0,17301.0,1.014899,0.523777,274.375,219.24375,2.25,8.0,0.75,1.1125
2631,w8-75,45.072884,35.6229,9.420576,0.029408,136044.0,17301.0,1.014899,0.523777,274.375,219.24375,2.25,8.0,0.75,1.1125
2632,w8-75,45.07187,35.6229,9.420576,0.028394,136044.0,17301.0,1.014899,0.523777,274.375,219.24375,2.25,8.0,0.75,1.1125
2633,w8-75,45.079716,35.6229,9.420576,0.03624,136044.0,17301.0,1.014899,0.523777,274.375,219.24375,2.25,8.0,0.75,1.1125
2634,w8-75,52.333817,34.8729,8.400007,9.06091,134044.0,17801.0,0.999979,0.538914,274.375,219.24375,2.25,8.0,0.75,1.1125
2635,w8-75,58.138808,34.8729,8.400007,14.865901,134044.0,17801.0,0.999979,0.538914,274.375,219.24375,2.25,8.0,0.75,1.1125
2636,w8-75,46.357582,34.8729,8.400007,3.084675,134044.0,17801.0,0.999979,0.538914,274.375,219.24375,2.25,8.0,0.75,1.1125
2637,w8-75,48.714808,34.8729,8.400007,5.441901,134044.0,17801.0,0.999979,0.538914,274.375,219.24375,2.25,8.0,0.75,1.1125
2638,w8-75,45.059321,35.6229,9.420576,0.015844,136044.0,17301.0,1.014899,0.523777,274.375,219.24375,2.25,8.0,0.75,1.1125
2639,w8-75,45.059321,35.6229,9.420576,0.015844,136044.0,17301.0,1.014899,0.523777,274.375,219.24375,2.25,8.0,0.75,1.1125
2640,w8-75,45.059575,35.6229,9.420576,0.016099,136044.0,17301.0,1.014899,0.523777,274.375,219.24375,2.25,8.0,0.75,1.1125
2641,w8-75,45.059321,35.6229,9.420576,0.015844,136044.0,17301.0,1.014899,0.523777,274.375,219.24375,2.25,8.0,0.75,1.1125
2642,w8-75,43.291544,34.8729,8.400007,0.018636,134044.0,17801.0,0.999979,0.538914,274.375,219.24375,2.25,8.0,0.75,1.1125
2643,w8-75,44.813397,34.8729,8.400007,1.54049,134044.0,17801.0,0.999979,0.538914,274.375,219.24375,2.25,8.0,0.75,1.1125
2644,w8-75,45.846202,34.8729,8.400007,2.573295,134044.0,17801.0,0.999979,0.538914,274.375,219.24375,2.25,8.0,0.75,1.1125
2645,w8-75,43.350155,34.8729,8.400007,0.077248,134044.0,17801.0,0.999979,0.538914,274.375,219.24375,2.25,8.0,0.75,1.1125
2646,w8-75,45.059321,35.6229,9.420576,0.015844,136044.0,17301.0,1.014899,0.523777,274.375,219.24375,2.25,8.0,0.75,1.1125
2647,w8-75,45.070496,35.6229,9.420576,0.02702,136044.0,17301.0,1.014899,0.523777,274.375,219.24375,2.25,8.0,0.75,1.1125
2648,w8-75,45.059321,35.6229,9.420576,0.015844,136044.0,17301.0,1.014899,0.523777,274.375,219.24375,2.25,8.0,0.75,1.1125
2649,w8-75,45.062055,35.6229,9.420576,0.018579,136044.0,17301.0,1.014899,0.523777,274.375,219.24375,2.25,8.0,0.75,1.1125
2650,w8-75,44.851893,34.8729,8.400007,1.578986,134044.0,17801.0,0.999979,0.538914,274.375,219.24375,2.25,8.0,0.75,1.1125
2651,w8-75,44.064638,34.8729,8.400007,0.791731,134044.0,17801.0,0.999979,0.538914,274.375,219.24375,2.25,8.0,0.75,1.1125
2652,w8-75,46.622538,34.8729,8.400007,3.349631,134044.0,17801.0,0.999979,0.538914,274.375,219.24375,2.25,8.0,0.75,1.1125
2653,w8-75,48.68059,34.8729,8.400007,5.407683,134044.0,17801.0,0.999979,0.538914,274.375,219.24375,2.25,8.0,0.75,1.1125
2654,w8-75,45.05936,35.6229,9.420576,0.015884,136044.0,17301.0,1.014899,0.523777,274.375,219.24375,2.25,8.0,0.75,1.1125
2655,w8-75,45.059321,35.6229,9.420576,0.015844,136044.0,17301.0,1.014899,0.523777,274.375,219.24375,2.25,8.0,0.75,1.1125
2656,w8-75,45.096332,35.6229,9.420576,0.052856,136044.0,17301.0,1.014899,0.523777,274.375,219.24375,2.25,8.0,0.75,1.1125
2657,w8-75,45.08117,35.6229,9.420576,0.037694,136044.0,17301.0,1.014899,0.523777,274.375,219.24375,2.25,8.0,0.75,1.1125
2658,w8-75,43.592749,35.1729,8.401104,0.018745,134044.0,16801.0,0.999979,0.50864,274.375,219.24375,2.25,8.0,0.75,1.1125
2659,w8-75,43.655996,35.1729,8.401104,0.081992,134044.0,16801.0,0.999979,0.50864,274.375,219.24375,2.25,8.0,0.75,1.1125
2660,w8-75,43.904447,35.1729,8.401104,0.330443,134044.0,16801.0,0.999979,0.50864,274.375,219.24375,2.25,8.0,0.75,1.1125
2661,w8-75,44.640957,35.1729,8.401104,1.066953,134044.0,16801.0,0.999979,0.50864,274.375,219.24375,2.25,8.0,0.75,1.1125
2662,w8-75,45.364903,35.9232,9.422041,0.019662,136044.0,16300.0,1.014899,0.493472,274.375,219.24375,2.25,8.0,0.75,1.1125
2663,w8-75,45.361085,35.9232,9.422041,0.015844,136044.0,16300.0,1.014899,0.493472,274.375,219.24375,2.25,8.0,0.75,1.1125
2664,w8-75,45.363949,35.9232,9.422041,0.018708,136044.0,16300.0,1.014899,0.493472,274.375,219.24375,2.25,8.0,0.75,1.1125
2665,w8-75,45.361537,35.9232,9.422041,0.016296,136044.0,16300.0,1.014899,0.493472,274.375,219.24375,2.25,8.0,0.75,1.1125
2666,w8-75,43.691899,35.1735,8.401106,0.117293,134044.0,16799.0,0.999979,0.508579,274.375,219.24375,2.25,8.0,0.75,1.1125
2667,w8-75,43.769587,35.1735,8.401106,0.194981,134044.0,16799.0,0.999979,0.508579,274.375,219.24375,2.25,8.0,0.75,1.1125
2668,w8-75,43.783399,35.1735,8.401106,0.208792,134044.0,16799.0,0.999979,0.508579,274.375,219.24375,2.25,8.0,0.75,1.1125
2669,w8-75,45.187279,35.1735,8.401106,1.612673,134044.0,16799.0,0.999979,0.508579,274.375,219.24375,2.25,8.0,0.75,1.1125
2670,w8-75,45.361387,35.9235,9.422042,0.015844,136044.0,16299.0,1.014899,0.493442,274.375,219.24375,2.25,8.0,0.75,1.1125
2671,w8-75,45.361387,35.9235,9.422042,0.015844,136044.0,16299.0,1.014899,0.493442,274.375,219.24375,2.25,8.0,0.75,1.1125
2672,w8-75,45.37067,35.9235,9.422042,0.025128,136044.0,16299.0,1.014899,0.493442,274.375,219.24375,2.25,8.0,0.75,1.1125
2673,w8-75,45.363799,35.9235,9.422042,0.018256,136044.0,16299.0,1.014899,0.493442,274.375,219.24375,2.25,8.0,0.75,1.1125
2674,w8-75,44.889833,35.1735,8.401106,1.315226,134044.0,16799.0,0.999979,0.508579,274.375,219.24375,2.25,8.0,0.75,1.1125
2675,w8-75,43.826847,35.1735,8.401106,0.252241,134044.0,16799.0,0.999979,0.508579,274.375,219.24375,2.25,8.0,0.75,1.1125
2676,w8-75,56.322799,35.1735,8.401106,12.748193,134044.0,16799.0,0.999979,0.508579,274.375,219.24375,2.25,8.0,0.75,1.1125
2677,w8-75,45.114253,35.1735,8.401106,1.539646,134044.0,16799.0,0.999979,0.508579,274.375,219.24375,2.25,8.0,0.75,1.1125
2678,w8-75,45.361387,35.9235,9.422042,0.015844,136044.0,16299.0,1.014899,0.493442,274.375,219.24375,2.25,8.0,0.75,1.1125
2679,w8-75,45.361387,35.9235,9.422042,0.015844,136044.0,16299.0,1.014899,0.493442,274.375,219.24375,2.25,8.0,0.75,1.1125
2680,w8-75,45.361387,35.9235,9.422042,0.015844,136044.0,16299.0,1.014899,0.493442,274.375,219.24375,2.25,8.0,0.75,1.1125
2681,w8-75,45.36177,35.9235,9.422042,0.016227,136044.0,16299.0,1.014899,0.493442,274.375,219.24375,2.25,8.0,0.75,1.1125
2682,w8-75,43.613662,35.1735,8.401106,0.039056,134044.0,16799.0,0.999979,0.508579,274.375,219.24375,2.25,8.0,0.75,1.1125
2683,w8-75,43.703516,35.1735,8.401106,0.12891,134044.0,16799.0,0.999979,0.508579,274.375,219.24375,2.25,8.0,0.75,1.1125
2684,w8-75,43.640655,35.1735,8.401106,0.066049,134044.0,16799.0,0.999979,0.508579,274.375,219.24375,2.25,8.0,0.75,1.1125
2685,w8-75,44.124073,35.1735,8.401106,0.549466,134044.0,16799.0,0.999979,0.508579,274.375,219.24375,2.25,8.0,0.75,1.1125
2686,w8-75,45.362046,35.9235,9.422042,0.016504,136044.0,16299.0,1.014899,0.493442,274.375,219.24375,2.25,8.0,0.75,1.1125
2687,w8-75,45.367102,35.9235,9.422042,0.02156,136044.0,16299.0,1.014899,0.493442,274.375,219.24375,2.25,8.0,0.75,1.1125
2688,w8-75,45.375953,35.9235,9.422042,0.030411,136044.0,16299.0,1.014899,0.493442,274.375,219.24375,2.25,8.0,0.75,1.1125
2689,w8-75,45.361387,35.9235,9.422042,0.015844,136044.0,16299.0,1.014899,0.493442,274.375,219.24375,2.25,8.0,0.75,1.1125
2690,w8-75,53.857392,35.1735,8.401106,10.282786,134044.0,16799.0,0.999979,0.508579,274.375,219.24375,2.25,8.0,0.75,1.1125
2691,w8-75,46.598379,35.1735,8.401106,3.023773,134044.0,16799.0,0.999979,0.508579,274.375,219.24375,2.25,8.0,0.75,1.1125
2692,w8-75,46.785122,35.1735,8.401106,3.210515,134044.0,16799.0,0.999979,0.508579,274.375,219.24375,2.25,8.0,0.75,1.1125
2693,w8-75,45.046369,35.1735,8.401106,1.471763,134044.0,16799.0,0.999979,0.508579,274.375,219.24375,2.25,8.0,0.75,1.1125
2694,w8-75,45.36182,35.9235,9.422042,0.016278,136044.0,16299.0,1.014899,0.493442,274.375,219.24375,2.25,8.0,0.75,1.1125
2695,w8-75,45.361387,35.9235,9.422042,0.015844,136044.0,16299.0,1.014899,0.493442,274.375,219.24375,2.25,8.0,0.75,1.1125
2696,w8-75,45.369681,35.9235,9.422042,0.024139,136044.0,16299.0,1.014899,0.493442,274.375,219.24375,2.25,8.0,0.75,1.1125
2697,w8-75,45.361426,35.9235,9.422042,0.015884,136044.0,16299.0,1.014899,0.493442,274.375,219.24375,2.25,8.0,0.75,1.1125
2698,w8-75,51.307705,35.1735,8.401106,7.733099,134044.0,16799.0,0.999979,0.508579,274.375,219.24375,2.25,8.0,0.75,1.1125
2699,w8-75,44.136817,35.1735,8.401106,0.562211,134044.0,16799.0,0.999979,0.508579,274.375,219.24375,2.25,8.0,0.75,1.1125
2700,w8-75,46.101244,35.1735,8.401106,2.526637,134044.0,16799.0,0.999979,0.508579,274.375,219.24375,2.25,8.0,0.75,1.1125
2701,w8-75,44.550316,35.1735,8.401106,0.975709,134044.0,16799.0,0.999979,0.508579,274.375,219.24375,2.25,8.0,0.75,1.1125
2702,w8-75,45.361387,35.9235,9.422042,0.015844,136044.0,16299.0,1.014899,0.493442,274.375,219.24375,2.25,8.0,0.75,1.1125
2703,w8-75,45.361387,35.9235,9.422042,0.015844,136044.0,16299.0,1.014899,0.493442,274.375,219.24375,2.25,8.0,0.75,1.1125
2704,w8-75,45.362432,35.9235,9.422042,0.01689,136044.0,16299.0,1.014899,0.493442,274.375,219.24375,2.25,8.0,0.75,1.1125
2705,w8-75,45.369951,35.9235,9.422042,0.024409,136044.0,16299.0,1.014899,0.493442,274.375,219.24375,2.25,8.0,0.75,1.1125
2706,w8-75,43.762067,35.1735,8.401106,0.187461,134044.0,16799.0,0.999979,0.508579,274.375,219.24375,2.25,8.0,0.75,1.1125
2707,w8-75,44.952129,35.1735,8.401106,1.377523,134044.0,16799.0,0.999979,0.508579,274.375,219.24375,2.25,8.0,0.75,1.1125
2708,w8-75,45.341336,35.1735,8.401106,1.766729,134044.0,16799.0,0.999979,0.508579,274.375,219.24375,2.25,8.0,0.75,1.1125
2709,w8-75,43.596525,35.1735,8.401106,0.021918,134044.0,16799.0,0.999979,0.508579,274.375,219.24375,2.25,8.0,0.75,1.1125
2710,w8-75,45.370367,35.9235,9.422042,0.024825,136044.0,16299.0,1.014899,0.493442,274.375,219.24375,2.25,8.0,0.75,1.1125
2711,w8-75,45.36299,35.9235,9.422042,0.017448,136044.0,16299.0,1.014899,0.493442,274.375,219.24375,2.25,8.0,0.75,1.1125
2712,w8-75,45.367208,35.9235,9.422042,0.021665,136044.0,16299.0,1.014899,0.493442,274.375,219.24375,2.25,8.0,0.75,1.1125
2713,w8-75,45.362824,35.9235,9.422042,0.017282,136044.0,16299.0,1.014899,0.493442,274.375,219.24375,2.25,8.0,0.75,1.1125
2714,w8-75,43.63074,35.1735,8.401106,0.056134,134044.0,16799.0,0.999979,0.508579,274.375,219.24375,2.25,8.0,0.75,1.1125
2715,w8-75,45.531104,35.1735,8.401106,1.956498,134044.0,16799.0,0.999979,0.508579,274.375,219.24375,2.25,8.0,0.75,1.1125
2716,w8-75,44.430617,35.1735,8.401106,0.856011,134044.0,16799.0,0.999979,0.508579,274.375,219.24375,2.25,8.0,0.75,1.1125
2717,w8-75,47.919184,35.1735,8.401106,4.344578,134044.0,16799.0,0.999979,0.508579,274.375,219.24375,2.25,8.0,0.75,1.1125
2718,w8-75,45.361387,35.9235,9.422042,0.015844,136044.0,16299.0,1.014899,0.493442,274.375,219.24375,2.25,8.0,0.75,1.1125
2719,w8-75,45.361387,35.9235,9.422042,0.015844,136044.0,16299.0,1.014899,0.493442,274.375,219.24375,2.25,8.0,0.75,1.1125
2720,w8-75,45.362185,35.9235,9.422042,0.016642,136044.0,16299.0,1.014899,0.493442,274.375,219.24375,2.25,8.0,0.75,1.1125
2721,w8-75,45.364445,35.9235,9.422042,0.018902,136044.0,16299.0,1.014899,0.493442,274.375,219.24375,2.25,8.0,0.75,1.1125
2722,w8-75,45.25298,35.1735,8.401106,1.678374,134044.0,16799.0,0.999979,0.508579,274.375,219.24375,2.25,8.0,0.75,1.1125
2723,w8-75,46.540272,35.1735,8.401106,2.965666,134044.0,16799.0,0.999979,0.508579,274.375,219.24375,2.25,8.0,0.75,1.1125
2724,w8-75,45.985436,35.1735,8.401106,2.41083,134044.0,16799.0,0.999979,0.508579,274.375,219.24375,2.25,8.0,0.75,1.1125
2725,w8-75,43.665633,35.1735,8.401106,0.091027,134044.0,16799.0,0.999979,0.508579,274.375,219.24375,2.25,8.0,0.75,1.1125
2726,w8-75,45.361387,35.9235,9.422042,0.015844,136044.0,16299.0,1.014899,0.493442,274.375,219.24375,2.25,8.0,0.75,1.1125
2727,w8-75,45.367279,35.9235,9.422042,0.021737,136044.0,16299.0,1.014899,0.493442,274.375,219.24375,2.25,8.0,0.75,1.1125
2728,w8-75,45.366673,35.9235,9.422042,0.021131,136044.0,16299.0,1.014899,0.493442,274.375,219.24375,2.25,8.0,0.75,1.1125
2729,w8-75,45.491837,35.9235,9.422042,0.146295,136044.0,16299.0,1.014899,0.493442,274.375,219.24375,2.25,8.0,0.75,1.1125
2730,w8-75,53.23522,35.4735,8.402343,9.359377,134044.0,15799.0,0.999979,0.478305,274.375,219.24375,2.25,8.0,0.75,1.1125
2731,w8-75,48.321773,35.4735,8.402343,4.44593,134044.0,15799.0,0.999979,0.478305,274.375,219.24375,2.25,8.0,0.75,1.1125
2732,w8-75,45.028717,35.4735,8.402343,1.152874,134044.0,15799.0,0.999979,0.478305,274.375,219.24375,2.25,8.0,0.75,1.1125
2733,w8-75,47.263304,35.4735,8.402343,3.387462,134044.0,15799.0,0.999979,0.478305,274.375,219.24375,2.25,8.0,0.75,1.1125
2734,w8-75,45.663343,36.2238,9.423699,0.015844,136044.0,15298.0,1.014899,0.463137,274.375,219.24375,2.25,8.0,0.75,1.1125
2735,w8-75,45.664586,36.2238,9.423699,0.017087,136044.0,15298.0,1.014899,0.463137,274.375,219.24375,2.25,8.0,0.75,1.1125
2736,w8-75,45.663343,36.2238,9.423699,0.015844,136044.0,15298.0,1.014899,0.463137,274.375,219.24375,2.25,8.0,0.75,1.1125
2737,w8-75,45.663343,36.2238,9.423699,0.015844,136044.0,15298.0,1.014899,0.463137,274.375,219.24375,2.25,8.0,0.75,1.1125
2738,w8-75,43.977664,35.4741,8.402345,0.101219,134044.0,15797.0,0.999979,0.478244,274.375,219.24375,2.25,8.0,0.75,1.1125
2739,w8-75,43.894978,35.4741,8.402345,0.018532,134044.0,15797.0,0.999979,0.478244,274.375,219.24375,2.25,8.0,0.75,1.1125
2740,w8-75,44.562575,35.4741,8.402345,0.68613,134044.0,15797.0,0.999979,0.478244,274.375,219.24375,2.25,8.0,0.75,1.1125
2741,w8-75,43.954204,35.4741,8.402345,0.077758,134044.0,15797.0,0.999979,0.478244,274.375,219.24375,2.25,8.0,0.75,1.1125
2742,w8-75,45.66878,36.2241,9.423701,0.020979,136044.0,15297.0,1.014899,0.463107,274.375,219.24375,2.25,8.0,0.75,1.1125
2743,w8-75,45.663645,36.2241,9.423701,0.015844,136044.0,15297.0,1.014899,0.463107,274.375,219.24375,2.25,8.0,0.75,1.1125
2744,w8-75,45.68851,36.2241,9.423701,0.04071,136044.0,15297.0,1.014899,0.463107,274.375,219.24375,2.25,8.0,0.75,1.1125
2745,w8-75,45.671652,36.2241,9.423701,0.023851,136044.0,15297.0,1.014899,0.463107,274.375,219.24375,2.25,8.0,0.75,1.1125
2746,w8-75,46.374916,35.4744,8.402347,2.49817,134044.0,15796.0,0.999979,0.478214,274.375,219.24375,2.25,8.0,0.75,1.1125
2747,w8-75,45.689648,35.4744,8.402347,1.812902,134044.0,15796.0,0.999979,0.478214,274.375,219.24375,2.25,8.0,0.75,1.1125
2748,w8-75,47.492002,35.4744,8.402347,3.615255,134044.0,15796.0,0.999979,0.478214,274.375,219.24375,2.25,8.0,0.75,1.1125
2749,w8-75,44.522561,35.4744,8.402347,0.645814,134044.0,15796.0,0.999979,0.478214,274.375,219.24375,2.25,8.0,0.75,1.1125
2750,w8-75,45.663947,36.2244,9.423703,0.015844,136044.0,15296.0,1.014899,0.463077,274.375,219.24375,2.25,8.0,0.75,1.1125
2751,w8-75,45.665803,36.2244,9.423703,0.017701,136044.0,15296.0,1.014899,0.463077,274.375,219.24375,2.25,8.0,0.75,1.1125
2752,w8-75,45.66676,36.2244,9.423703,0.018657,136044.0,15296.0,1.014899,0.463077,274.375,219.24375,2.25,8.0,0.75,1.1125
2753,w8-75,45.663947,36.2244,9.423703,0.015844,136044.0,15296.0,1.014899,0.463077,274.375,219.24375,2.25,8.0,0.75,1.1125
2754,w8-75,43.963228,35.4744,8.402347,0.086482,134044.0,15796.0,0.999979,0.478214,274.375,219.24375,2.25,8.0,0.75,1.1125
2755,w8-75,44.057352,35.4744,8.402347,0.180606,134044.0,15796.0,0.999979,0.478214,274.375,219.24375,2.25,8.0,0.75,1.1125
2756,w8-75,46.228233,35.4744,8.402347,2.351486,134044.0,15796.0,0.999979,0.478214,274.375,219.24375,2.25,8.0,0.75,1.1125
2757,w8-75,45.388255,35.4744,8.402347,1.511508,134044.0,15796.0,0.999979,0.478214,274.375,219.24375,2.25,8.0,0.75,1.1125
2758,w8-75,45.663947,36.2244,9.423703,0.015844,136044.0,15296.0,1.014899,0.463077,274.375,219.24375,2.25,8.0,0.75,1.1125
2759,w8-75,45.664993,36.2244,9.423703,0.01689,136044.0,15296.0,1.014899,0.463077,274.375,219.24375,2.25,8.0,0.75,1.1125
2760,w8-75,45.677048,36.2244,9.423703,0.028946,136044.0,15296.0,1.014899,0.463077,274.375,219.24375,2.25,8.0,0.75,1.1125
2761,w8-75,45.664122,36.2244,9.423703,0.016019,136044.0,15296.0,1.014899,0.463077,274.375,219.24375,2.25,8.0,0.75,1.1125
2762,w8-75,44.089225,35.4744,8.402347,0.212478,134044.0,15796.0,0.999979,0.478214,274.375,219.24375,2.25,8.0,0.75,1.1125
2763,w8-75,44.18221,35.4744,8.402347,0.305464,134044.0,15796.0,0.999979,0.478214,274.375,219.24375,2.25,8.0,0.75,1.1125
2764,w8-75,47.336018,35.4744,8.402347,3.459272,134044.0,15796.0,0.999979,0.478214,274.375,219.24375,2.25,8.0,0.75,1.1125
2765,w8-75,46.150154,35.4744,8.402347,2.273407,134044.0,15796.0,0.999979,0.478214,274.375,219.24375,2.25,8.0,0.75,1.1125
2766,w8-75,45.664007,36.2244,9.423703,0.015904,136044.0,15296.0,1.014899,0.463077,274.375,219.24375,2.25,8.0,0.75,1.1125
2767,w8-75,45.663947,36.2244,9.423703,0.015844,136044.0,15296.0,1.014899,0.463077,274.375,219.24375,2.25,8.0,0.75,1.1125
2768,w8-75,45.663947,36.2244,9.423703,0.015844,136044.0,15296.0,1.014899,0.463077,274.375,219.24375,2.25,8.0,0.75,1.1125
2769,w8-75,45.663947,36.2244,9.423703,0.015844,136044.0,15296.0,1.014899,0.463077,274.375,219.24375,2.25,8.0,0.75,1.1125
2770,w8-75,45.126913,35.4744,8.402347,1.250167,134044.0,15796.0,0.999979,0.478214,274.375,219.24375,2.25,8.0,0.75,1.1125
2771,w8-75,43.894892,35.4744,8.402347,0.018146,134044.0,15796.0,0.999979,0.478214,274.375,219.24375,2.25,8.0,0.75,1.1125
2772,w8-75,44.872573,35.4744,8.402347,0.995827,134044.0,15796.0,0.999979,0.478214,274.375,219.24375,2.25,8.0,0.75,1.1125
2773,w8-75,44.315733,35.4744,8.402347,0.438986,134044.0,15796.0,0.999979,0.478214,274.375,219.24375,2.25,8.0,0.75,1.1125
2774,w8-75,45.664329,36.2244,9.423703,0.016226,136044.0,15296.0,1.014899,0.463077,274.375,219.24375,2.25,8.0,0.75,1.1125
2775,w8-75,45.698282,36.2244,9.423703,0.050179,136044.0,15296.0,1.014899,0.463077,274.375,219.24375,2.25,8.0,0.75,1.1125
2776,w8-75,45.665229,36.2244,9.423703,0.017126,136044.0,15296.0,1.014899,0.463077,274.375,219.24375,2.25,8.0,0.75,1.1125
2777,w8-75,45.665454,36.2244,9.423703,0.017352,136044.0,15296.0,1.014899,0.463077,274.375,219.24375,2.25,8.0,0.75,1.1125
2778,w8-75,45.146562,35.4744,8.402347,1.269815,134044.0,15796.0,0.999979,0.478214,274.375,219.24375,2.25,8.0,0.75,1.1125
2779,w8-75,43.894205,35.4744,8.402347,0.017458,134044.0,15796.0,0.999979,0.478214,274.375,219.24375,2.25,8.0,0.75,1.1125
2780,w8-75,46.528297,35.4744,8.402347,2.651551,134044.0,15796.0,0.999979,0.478214,274.375,219.24375,2.25,8.0,0.75,1.1125
2781,w8-75,51.247215,35.4744,8.402347,7.370468,134044.0,15796.0,0.999979,0.478214,274.375,219.24375,2.25,8.0,0.75,1.1125
2782,w8-75,45.663947,36.2244,9.423703,0.015844,136044.0,15296.0,1.014899,0.463077,274.375,219.24375,2.25,8.0,0.75,1.1125
2783,w8-75,45.66592,36.2244,9.423703,0.017818,136044.0,15296.0,1.014899,0.463077,274.375,219.24375,2.25,8.0,0.75,1.1125
2784,w8-75,45.663947,36.2244,9.423703,0.015844,136044.0,15296.0,1.014899,0.463077,274.375,219.24375,2.25,8.0,0.75,1.1125
2785,w8-75,45.665911,36.2244,9.423703,0.017809,136044.0,15296.0,1.014899,0.463077,274.375,219.24375,2.25,8.0,0.75,1.1125
2786,w8-75,48.826345,35.4744,8.402347,4.949598,134044.0,15796.0,0.999979,0.478214,274.375,219.24375,2.25,8.0,0.75,1.1125
2787,w8-75,45.679028,35.4744,8.402347,1.802281,134044.0,15796.0,0.999979,0.478214,274.375,219.24375,2.25,8.0,0.75,1.1125
2788,w8-75,43.892591,35.4744,8.402347,0.015844,134044.0,15796.0,0.999979,0.478214,274.375,219.24375,2.25,8.0,0.75,1.1125
2789,w8-75,44.368306,35.4744,8.402347,0.491559,134044.0,15796.0,0.999979,0.478214,274.375,219.24375,2.25,8.0,0.75,1.1125
2790,w8-75,45.664176,36.2244,9.423703,0.016073,136044.0,15296.0,1.014899,0.463077,274.375,219.24375,2.25,8.0,0.75,1.1125
2791,w8-75,45.667014,36.2244,9.423703,0.018911,136044.0,15296.0,1.014899,0.463077,274.375,219.24375,2.25,8.0,0.75,1.1125
2792,w8-75,45.663947,36.2244,9.423703,0.015844,136044.0,15296.0,1.014899,0.463077,274.375,219.24375,2.25,8.0,0.75,1.1125
2793,w8-75,45.665859,36.2244,9.423703,0.017756,136044.0,15296.0,1.014899,0.463077,274.375,219.24375,2.25,8.0,0.75,1.1125
2794,w8-75,53.082408,35.4744,8.402347,9.205661,134044.0,15796.0,0.999979,0.478214,274.375,219.24375,2.25,8.0,0.75,1.1125
2795,w8-75,44.824169,35.4744,8.402347,0.947423,134044.0,15796.0,0.999979,0.478214,274.375,219.24375,2.25,8.0,0.75,1.1125
2796,w8-75,49.153799,35.4744,8.402347,5.277052,134044.0,15796.0,0.999979,0.478214,274.375,219.24375,2.25,8.0,0.75,1.1125
2797,w8-75,44.795361,35.4744,8.402347,0.918614,134044.0,15796.0,0.999979,0.478214,274.375,219.24375,2.25,8.0,0.75,1.1125
2798,w8-75,45.663957,36.2244,9.423703,0.015854,136044.0,15296.0,1.014899,0.463077,274.375,219.24375,2.25,8.0,0.75,1.1125
