iter,sample,CostTheory,costPower,costError,costQoS,P,R,Pcoef,Rcoef,weight1,weight2,prob1,prob2
232,0,16.867216,10.456200,6.407055,0.003961,49493,14639,1.074664,0.959054,0.596703,0.403297,0,0
233,0,25.742364,15.951000,9.787403,0.003961,55858,2688,1.212870,0.176101,0.402814,0.597186,0,0
234,0,94.172949,7.371900,0.401049,86.400000,37686,13113,0.818293,0.859080,0.471791,0.528209,1.0,1.0
235,0,34.699802,17.673300,17.022541,0.003961,70199,11288,1.524263,0.739518,0.529698,0.470302,0,0
236,0,95.809147,9.379200,0.029947,86.400000,36837,5573,0.799858,0.365107,0.496892,0.503108,1.0,1.0
237,0,24.502777,11.928300,5.308336,7.266141,47320,7559,1.027481,0.495218,0.482715,0.517285,0,0.2513347677105745
238,0,26.078632,15.005100,11.069571,0.003961,58574,8557,1.271844,0.560600,0.418387,0.581613,0,0
239,0,100.029015,11.291100,2.337915,86.400000,41489,3852,0.900869,0.252358,0.499826,0.500174,1.0,1.0
240,0,34.780297,19.313100,15.463236,0.003961,66228,1851,1.438038,0.121266,0.586223,0.413777,0,0
241,0,93.949528,6.009300,1.540228,86.400000,33860,13829,0.735217,0.905988,0.487086,0.512914,1.0,1.0
242,0,19.220961,12.769500,6.447500,0.003961,49544,6979,1.075771,0.457220,0.431571,0.568429,0,0
243,0,34.714161,17.993100,16.717100,0.003961,69566,9589,1.510518,0.628210,0.502614,0.497386,0,0
244,0,27.569329,16.707000,10.858368,0.003961,57787,2097,1.254755,0.137382,0.509181,0.490819,0,0
245,0,94.770535,4.830300,3.540235,86.400000,29913,13812,0.649514,0.904874,0.433436,0.566564,1.0,1.0
