Iteration,Pbar_kw_per_server,R_kw_per_server,Weight_0,Weight_1,Weight_2,Weight_3,Predicted_M_RSR,Predicted_C_track,Predicted_C_Qos,Predicted_C_total,Optimization_Objective
140,0.17910000681877136,0.17909900844097137,0.24961571395397186,0.25007474422454834,0.24949437379837036,0.25081518292427063,6.3700361251831055,0.8864817023277283,1.723807692527771,8.980325698852539,20.54556655883789
141,0.17910000681877136,0.17909900844097137,0.24961301684379578,0.2500753700733185,0.24949084222316742,0.2508208155632019,6.370042324066162,0.88648521900177,1.7238070964813232,8.980334281921387,20.545578002929688
142,0.17910000681877136,0.17909900844097137,0.2496103048324585,0.25007596611976624,0.2494872808456421,0.2508264183998108,6.370053291320801,0.8864849805831909,1.7238047122955322,8.980342864990234,20.545583724975586
143,0.17910000681877136,0.17909900844097137,0.2496076375246048,0.250076562166214,0.24948374927043915,0.25083205103874207,6.3700666427612305,0.8864850997924805,1.7238028049468994,8.980354309082031,20.54559326171875
144,0.17910000681877136,0.17909900844097137,0.2496049702167511,0.2500769793987274,0.2494802176952362,0.2508377730846405,6.3700737953186035,0.8864824771881104,1.723799228668213,8.980356216430664,20.54558753967285
145,0.17910000681877136,0.17909900844097137,0.2496022880077362,0.25007739663124084,0.24947670102119446,0.25084352493286133,6.370081901550293,0.8864806890487671,1.723798155784607,8.980360984802246,20.545589447021484
146,0.17910000681877136,0.17909900844097137,0.2495996505022049,0.25007784366607666,0.2494731992483139,0.25084927678108215,6.370080471038818,0.8864803910255432,1.7237930297851562,8.980354309082031,20.545578002929688
147,0.17910000681877136,0.17909900844097137,0.2495969980955124,0.2500782608985901,0.24946969747543335,0.25085505843162537,6.370090484619141,0.8864782452583313,1.723795771598816,8.980364799499512,20.545589447021484
148,0.17910000681877136,0.17909900844097137,0.2495943307876587,0.25007864832878113,0.2494661808013916,0.2508607804775238,6.370100975036621,0.8864798545837402,1.723789930343628,8.98037052154541,20.545591354370117
149,0.17910000681877136,0.17909900844097137,0.2495916783809662,0.25007909536361694,0.24946266412734985,0.250866562128067,6.370120048522949,0.8864855170249939,1.7237873077392578,8.980392456054688,20.545616149902344
150,0.17910000681877136,0.17909900844097137,0.2495890110731125,0.25007951259613037,0.2494591474533081,0.25087231397628784,6.370126724243164,0.8864834308624268,1.7237838506698608,8.980393409729004,20.545612335205078
